province_state,country_region,observation_date,continent,us_county,us_state,confirmed_total,deaths_total,recovered_total,confirmed_daily,deaths_daily,recovered_daily,latitude,longitude
Nevada,US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-03 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-04 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-05 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-06 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-07 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-08 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-09 00:00:00+00,,,,0,0,0,0,0,0,38.3135,-117.0554
Nevada,US,2020-03-10 00:00:00+00,,,,4,0,0,4,0,0,38.3135,-117.0554
Nevada,US,2020-03-11 00:00:00+00,,,,7,0,0,3,0,0,38.3135,-117.0554
Nevada,US,2020-03-12 00:00:00+00,,,,14,0,0,7,0,0,38.3135,-117.0554
Nevada,US,2020-03-13 00:00:00+00,,,,17,0,0,3,0,0,38.3135,-117.0554
Nevada,US,2020-03-14 00:00:00+00,,,,21,0,0,4,0,0,38.3135,-117.0554
Nevada,US,2020-03-15 00:00:00+00,,,,24,0,0,3,0,0,38.3135,-117.0554
Nevada,US,2020-03-16 00:00:00+00,,,,45,1,0,21,1,0,38.3135,-117.0554
Nevada,US,2020-03-17 00:00:00+00,,,,56,1,0,11,0,0,38.3135,-117.0554
Nevada,US,2020-03-18 00:00:00+00,,,,55,1,0,-1,0,0,38.3135,-117.0554
Nevada,US,2020-03-19 00:00:00+00,,,,95,1,0,40,0,0,38.3135,-117.0554
Nevada,US,2020-03-20 00:00:00+00,,,,114,1,0,19,0,0,38.3135,-117.0554
Nevada,US,2020-03-21 00:00:00+00,,,,161,2,0,47,1,0,38.3135,-117.0554
Nevada,US,2020-03-22 00:00:00+00,,,,190,2,0,29,0,0,38.3135,-117.0554
Nevada,US,2020-03-23 00:00:00+00,,,,190,2,0,0,0,0,38.3135,-117.0554
New Hampshire,US,2020-01-22 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-01-23 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-01-24 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-01-25 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-01-26 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-01-27 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-01-28 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-01-29 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-01-30 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-01-31 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-01 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-02 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-03 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-04 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-05 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-06 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-07 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-08 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-09 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-10 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-11 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-12 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-13 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-14 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-15 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-16 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-17 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-18 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-19 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-20 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-21 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-22 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-23 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-24 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-03 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-04 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-05 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-06 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-07 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-08 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-09 00:00:00+00,,,,0,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-10 00:00:00+00,,,,4,0,0,4,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-11 00:00:00+00,,,,5,0,0,1,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-12 00:00:00+00,,,,6,0,0,1,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-13 00:00:00+00,,,,6,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-14 00:00:00+00,,,,7,0,0,1,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-15 00:00:00+00,,,,13,0,0,6,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-16 00:00:00+00,,,,17,0,0,4,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-17 00:00:00+00,,,,26,0,0,9,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-18 00:00:00+00,,,,26,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-19 00:00:00+00,,,,44,0,0,18,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-20 00:00:00+00,,,,44,0,0,0,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-21 00:00:00+00,,,,55,0,0,11,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-22 00:00:00+00,,,,65,0,0,10,0,0,43.4525,-71.5639
New Hampshire,US,2020-03-23 00:00:00+00,,,,65,0,0,0,0,0,43.4525,-71.5639
Minnesota,US,2020-01-22 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-01-23 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-01-24 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-01-25 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-01-26 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-01-27 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-01-28 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-01-29 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-01-30 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-01-31 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-01 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-02 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-03 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-04 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-05 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-06 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-07 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-08 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-09 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-10 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-11 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-12 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-13 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-14 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-15 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-16 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-17 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-18 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-19 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-20 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-21 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-22 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-23 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-24 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-03 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-04 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-05 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-06 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-07 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-08 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-09 00:00:00+00,,,,0,0,0,0,0,0,45.6945,-93.9002
Minnesota,US,2020-03-10 00:00:00+00,,,,3,0,0,3,0,0,45.6945,-93.9002
Minnesota,US,2020-03-11 00:00:00+00,,,,5,0,0,2,0,0,45.6945,-93.9002
Minnesota,US,2020-03-12 00:00:00+00,,,,9,0,0,4,0,0,45.6945,-93.9002
Minnesota,US,2020-03-13 00:00:00+00,,,,14,0,0,5,0,0,45.6945,-93.9002
Minnesota,US,2020-03-14 00:00:00+00,,,,21,0,0,7,0,0,45.6945,-93.9002
Minnesota,US,2020-03-15 00:00:00+00,,,,35,0,0,14,0,0,45.6945,-93.9002
Minnesota,US,2020-03-16 00:00:00+00,,,,54,0,0,19,0,0,45.6945,-93.9002
Minnesota,US,2020-03-17 00:00:00+00,,,,60,0,0,6,0,0,45.6945,-93.9002
Minnesota,US,2020-03-18 00:00:00+00,,,,77,0,0,17,0,0,45.6945,-93.9002
Minnesota,US,2020-03-19 00:00:00+00,,,,89,0,0,12,0,0,45.6945,-93.9002
Minnesota,US,2020-03-20 00:00:00+00,,,,115,0,0,26,0,0,45.6945,-93.9002
Minnesota,US,2020-03-21 00:00:00+00,,,,138,1,0,23,1,0,45.6945,-93.9002
Minnesota,US,2020-03-22 00:00:00+00,,,,169,1,0,31,0,0,45.6945,-93.9002
Minnesota,US,2020-03-23 00:00:00+00,,,,169,1,0,0,0,0,45.6945,-93.9002
Nebraska,US,2020-01-22 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-01-23 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-01-24 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-01-25 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-01-26 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-01-27 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-01-28 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-01-29 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-01-30 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-01-31 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-01 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-02 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-03 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-04 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-05 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-06 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-07 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-08 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-09 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-10 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-11 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-12 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-13 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-14 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-15 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-16 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-17 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-18 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-19 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-20 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-21 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-22 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-23 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-24 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-03 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-04 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-05 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-06 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-07 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-08 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-09 00:00:00+00,,,,0,0,0,0,0,0,41.1254,-98.2681
Nebraska,US,2020-03-10 00:00:00+00,,,,3,0,0,3,0,0,41.1254,-98.2681
Nebraska,US,2020-03-11 00:00:00+00,,,,5,0,0,2,0,0,41.1254,-98.2681
Nebraska,US,2020-03-12 00:00:00+00,,,,10,0,0,5,0,0,41.1254,-98.2681
Nebraska,US,2020-03-13 00:00:00+00,,,,13,0,0,3,0,0,41.1254,-98.2681
Nebraska,US,2020-03-14 00:00:00+00,,,,14,0,0,1,0,0,41.1254,-98.2681
Nebraska,US,2020-03-15 00:00:00+00,,,,17,0,0,3,0,0,41.1254,-98.2681
Nebraska,US,2020-03-16 00:00:00+00,,,,18,0,0,1,0,0,41.1254,-98.2681
Nebraska,US,2020-03-17 00:00:00+00,,,,21,0,0,3,0,0,41.1254,-98.2681
Nebraska,US,2020-03-18 00:00:00+00,,,,24,0,0,3,0,0,41.1254,-98.2681
Nebraska,US,2020-03-19 00:00:00+00,,,,29,0,0,5,0,0,41.1254,-98.2681
Nebraska,US,2020-03-20 00:00:00+00,,,,37,0,0,8,0,0,41.1254,-98.2681
Nebraska,US,2020-03-21 00:00:00+00,,,,38,0,0,1,0,0,41.1254,-98.2681
Nebraska,US,2020-03-22 00:00:00+00,,,,51,0,0,13,0,0,41.1254,-98.2681
Nebraska,US,2020-03-23 00:00:00+00,,,,51,0,0,0,0,0,41.1254,-98.2681
Ohio,US,2020-01-22 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-01-23 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-01-24 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-01-25 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-01-26 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-01-27 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-01-28 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-01-29 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-01-30 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-01-31 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-01 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-02 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-03 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-04 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-05 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-06 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-07 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-08 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-09 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-10 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-11 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-12 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-13 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-14 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-15 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-16 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-17 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-18 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-19 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-20 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-21 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-22 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-23 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-24 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-25 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-26 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-27 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-28 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-02-29 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-01 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-02 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-03 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-04 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-05 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-06 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-07 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-08 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-09 00:00:00+00,,,,0,0,0,0,0,0,40.3888,-82.7649
Ohio,US,2020-03-10 00:00:00+00,,,,3,0,0,3,0,0,40.3888,-82.7649
Ohio,US,2020-03-11 00:00:00+00,,,,4,0,0,1,0,0,40.3888,-82.7649
Ohio,US,2020-03-12 00:00:00+00,,,,5,0,0,1,0,0,40.3888,-82.7649
Ohio,US,2020-03-13 00:00:00+00,,,,13,0,0,8,0,0,40.3888,-82.7649
Ohio,US,2020-03-14 00:00:00+00,,,,26,0,0,13,0,0,40.3888,-82.7649
Ohio,US,2020-03-15 00:00:00+00,,,,37,0,0,11,0,0,40.3888,-82.7649
Ohio,US,2020-03-16 00:00:00+00,,,,50,0,0,13,0,0,40.3888,-82.7649
Ohio,US,2020-03-17 00:00:00+00,,,,67,0,0,17,0,0,40.3888,-82.7649
Ohio,US,2020-03-18 00:00:00+00,,,,86,0,0,19,0,0,40.3888,-82.7649
Ohio,US,2020-03-19 00:00:00+00,,,,119,0,0,33,0,0,40.3888,-82.7649
Ohio,US,2020-03-20 00:00:00+00,,,,173,2,0,54,2,0,40.3888,-82.7649
Ohio,US,2020-03-21 00:00:00+00,,,,248,3,0,75,1,0,40.3888,-82.7649
Ohio,US,2020-03-22 00:00:00+00,,,,355,3,0,107,0,0,40.3888,-82.7649
Ohio,US,2020-03-23 00:00:00+00,,,,355,3,0,0,0,0,40.3888,-82.7649
Rhode Island,US,2020-01-22 00:00:00+00,,,,0,0,0,0,0,0,41.6809,-71.5118
Rhode Island,US,2020-01-23 00:00:00+00,,,,0,0,0,0,0,0,41.6809,-71.5118
Rhode Island,US,2020-01-24 00:00:00+00,,,,0,0,0,0,0,0,41.6809,-71.5118
Rhode Island,US,2020-01-25 00:00:00+00,,,,0,0,0,0,0,0,41.6809,-71.5118
Rhode Island,US,2020-01-26 00:00:00+00,,,,0,0,0,0,0,0,41.6809,-71.5118
Rhode Island,US,2020-01-27 00:00:00+00,,,,0,0,0,0,0,0,41.6809,-71.5118
Rhode Island,US,2020-01-28 00:00:00+00,,,,0,0,0,0,0,0,41.6809,-71.5118
Rhode Island,US,2020-01-29 00:00:00+00,,,,0,0,0,0,0,0,41.6809,-71.5118
